 time            v(detp)         v(detn)        
 0.00000000e+00  7.17023642e-01  7.17023642e-01 
 1.00000000e-14  7.17184326e-01  7.17167520e-01 
 2.00000000e-14  7.17329856e-01  7.17296011e-01 
 4.00000000e-14  7.17586656e-01  7.17517770e-01 
 8.00000000e-14  7.17972003e-01  7.17827762e-01 
 1.60000000e-13  7.18612685e-01  7.18299762e-01 
 3.20000000e-13  7.19635137e-01  7.18943611e-01 
 6.40000000e-13  7.20978414e-01  7.19492652e-01 
 1.28000000e-12  7.22473078e-01  7.19660063e-01 
 2.28000000e-12  7.23463526e-01  7.19834122e-01 
 3.28000000e-12  7.23447749e-01  7.20618771e-01 
 4.28000000e-12  7.22741636e-01  7.22084320e-01 
 5.28000000e-12  7.21586513e-01  7.24078219e-01 
 6.28000000e-12  7.20185533e-01  7.26383997e-01 
 7.28000000e-12  7.18703799e-01  7.28773851e-01 
 8.28000000e-12  7.17273963e-01  7.31030852e-01 
 9.28000000e-12  7.16004764e-01  7.32964719e-01 
 1.02800000e-11  7.14987708e-01  7.34426715e-01 
 1.12800000e-11  7.14300484e-01  7.35321611e-01 
 1.22800000e-11  7.14007781e-01  7.35612717e-01 
 1.32800000e-11  7.14160598e-01  7.35317839e-01 
 1.42800000e-11  7.14794750e-01  7.34497387e-01 
 1.52800000e-11  7.15928763e-01  7.33238402e-01 
 1.62800000e-11  7.17561016e-01  7.31638843e-01 
 1.72800000e-11  7.19666078e-01  7.29795415e-01 
 1.82800000e-11  7.22190402e-01  7.27796506e-01 
 1.92800000e-11  7.25048102e-01  7.25720180e-01 
 2.02800000e-11  7.28118183e-01  7.23636108e-01 
 2.12800000e-11  7.31245525e-01  7.21609621e-01 
 2.22800000e-11  7.34248372e-01  7.19705849e-01 
 2.32800000e-11  7.36934210e-01  7.17992173e-01 
 2.41679332e-11  7.38918657e-01  7.16711733e-01 
 2.50209252e-11  7.40369501e-01  7.15740851e-01 
 2.58470438e-11  7.41288356e-01  7.15075387e-01 
 2.68281893e-11  7.41711897e-01  7.14625503e-01 
 2.78281893e-11  7.41421573e-01  7.14607808e-01 
 2.88281893e-11  7.40482104e-01  7.15089559e-01 
 2.98281893e-11  7.39006903e-01  7.16097534e-01 
 3.08281893e-11  7.37123127e-01  7.17634453e-01 
 3.18281893e-11  7.34955439e-01  7.19679901e-01 
 3.28281893e-11  7.32615736e-01  7.22187255e-01 
 3.38281893e-11  7.30199451e-01  7.25078975e-01 
 3.48281893e-11  7.27787308e-01  7.28242186e-01 
 3.58281893e-11  7.25450354e-01  7.31526994e-01 
 3.68281893e-11  7.23255817e-01  7.34750707e-01 
 3.78281893e-11  7.21271494e-01  7.37710907e-01 
